検索キーID,表示名,ソース,分類,必須可,検索対象,保有件数,保有率,記載率,歯科,状態,同名,備考
M0709,前十字靭帯断裂形成術,疾患治療,整形外科領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0710,水頭症手術（成人）,疾患治療,神経・脳血管領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0711,眼瞼の変形,疾患治療,皮膚・形成外科領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0712,筋・末梢神経生検,疾患治療,神経・脳血管領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0713,経皮的冠動脈血栓切除術,疾患治療,循環器系領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0714,脳脊髄液減少症の治療,疾患治療,神経・脳血管領域、その他,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0715,脳血管疾患等リハビリテーション（急性期）,疾患治療,リハビリ領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0716,複雑な心理検査,疾患治療,精神科・神経科領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0717,認知症疾患デイ・ケア,疾患治療,精神科・神経科領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0718,鼻茸摘出術,疾患治療,耳鼻咽喉領域,1,1,15,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有15件。表記ゆれの残骸でないか要確認
M0719,人工関節置換術（指）,疾患治療,整形外科領域,1,1,14,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有14件。表記ゆれの残骸でないか要確認
M0720,口腔顎顔面悪性腫瘍化学療法,疾患治療,歯科口腔外科領域,0,0,14,0.01%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0721,口腔顎顔面悪性腫瘍放射線療法,疾患治療,歯科口腔外科領域,0,0,14,0.01%,84.9%,1,現行,,歯科。医科の逆紹介では使わない
M0722,開胸手術,疾患治療,呼吸器領域,1,1,14,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有14件。表記ゆれの残骸でないか要確認
M0723,鼓膜穿孔閉鎖術,疾患治療,耳鼻咽喉領域,1,1,14,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有14件。表記ゆれの残骸でないか要確認
M0724,成人食物アレルギー負荷検査,疾患治療,血液・免疫系領域,1,1,13,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有13件。表記ゆれの残骸でないか要確認
M0725,光トポグラフィー検査を用いたうつ症状の鑑別診断補助,疾患治療,精神科・神経科領域,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0726,埋込型除細動器移植術,疾患治療,循環器系領域,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0727,性別不合に関する診療・相談,疾患治療,その他,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0728,精神科訪問看護指導,疾患治療,精神科・神経科領域,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0729,経皮経管冠状動脈血管形成術,疾患治療,循環器系領域,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0730,鏡視下手術（肩）,疾患治療,整形外科領域,1,1,12,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有12件。表記ゆれの残骸でないか要確認
M0731,リンパ浮腫複合的治療,疾患治療,リハビリ領域,1,1,11,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M0732,乳房温存治療化学療法,疾患治療,乳腺領域,1,1,11,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M0733,水頭症手術,疾患治療,神経・脳血管領域,1,1,11,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M0734,経皮的ラジオ波焼灼療法,疾患治療,消化器系領域,1,1,11,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M0735,血漿交換療法,疾患治療,腎・泌尿器系領域,1,1,11,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有11件。表記ゆれの残骸でないか要確認
M0736,ラジオ波焼灼療法（ＲＦＡ）,疾患治療,肝・胆道・膵臓領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0737,先天性心疾患手術,疾患治療,循環器系領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0738,心大血管疾患リハビリテーション（急性期）,疾患治療,リハビリ領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0739,脊髄刺激装置植込術,疾患治療,神経・脳血管領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0740,脳刺激装置植込術,疾患治療,神経・脳血管領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0741,脳脊髄液減少症,疾患治療,神経・脳血管領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0742,重度熱傷瘢痕,疾患治療,皮膚・形成外科領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0743,鏡視下手術（手）,疾患治療,整形外科領域,1,1,10,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有10件。表記ゆれの残骸でないか要確認
M0744,乳房温存治療手術療法,疾患治療,乳腺領域,1,1,9,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有9件。表記ゆれの残骸でないか要確認
M0745,理学療法（ＩＩＩ）,疾患治療,リハビリ領域,1,1,9,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有9件。表記ゆれの残骸でないか要確認
M0746,頭蓋内電極植込術,疾患治療,神経・脳血管領域,1,1,9,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有9件。表記ゆれの残骸でないか要確認
M0747,先天異常,疾患治療,皮膚・形成外科領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0748,経皮的動脈形成術,疾患治療,循環器系領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0749,自閉症児療育施設,疾患治療,精神科・神経科領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0750,補助人工心臓,疾患治療,循環器系領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0751,言語療法,疾患治療,リハビリ領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0752,骨延長術,疾患治療,整形外科領域,1,1,8,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有8件。表記ゆれの残骸でないか要確認
M0753,内分泌悪性腫瘍治療化学療法,疾患治療,内分泌・代謝・栄養領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0754,内分泌悪性腫瘍治療（化学）,疾患治療,内分泌・代謝・栄養領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0755,成人の硬膜外自家血注入療法,疾患治療,神経・脳血管領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0756,糖尿病網膜症に対する網膜光凝固術（網膜剥離術）又は硝子体手術,疾患治療,内分泌・代謝・栄養領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0757,美容形成,疾患治療,皮膚・形成外科領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0758,脳脊髄液減少症の治療のうち、硬膜外自家血注入（ブラッドパッチ療法）,疾患治療,神経・脳血管領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0759,脳脊髄液減少症の診療,疾患治療,神経・脳血管領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0760,言語聴覚療法（ＩＩ）,疾患治療,リハビリ領域,1,1,7,0.01%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有7件。表記ゆれの残骸でないか要確認
M0761,乳房温存治療放射線療法,疾患治療,乳腺領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0762,人工膵臓,疾患治療,肝・胆道・膵臓領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0763,仮入院,疾患治療,精神科・神経科領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0764,作業療法（ＩＩ）,疾患治療,リハビリ領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0765,内分泌悪性腫瘍治療（手術）,疾患治療,内分泌・代謝・栄養領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0766,内反足手術,疾患治療,整形外科領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0767,切断四肢再接合術,疾患治療,整形外科領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0768,硬膜外自家血注入療法（ブラッドパッチ療法）,疾患治療,神経・脳血管領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0769,精神科デイ・ケア大,疾患治療,精神科・神経科領域,1,1,6,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有6件。表記ゆれの残骸でないか要確認
M0770,APCによる鼻腔粘膜焼灼術,疾患治療,耳鼻咽喉領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0771,カプセル内視鏡検査,疾患治療,消化器系領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0772,人工肩関節置換術（関節手術）,疾患治療,筋・骨格系及び外傷領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0773,大脳誘発反応,疾患治療,精神科・神経科領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0774,小児科病棟,疾患治療,小児領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0775,経皮的椎体形成術,疾患治療,筋・骨格系及び外傷領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0776,網膜復位術,疾患治療,眼領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0777,老人性認知症疾患センター,疾患治療,精神科・神経科領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0778,膀胱癌治療（放射線）,疾患治療,腎・泌尿器系領域,1,1,5,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有5件。表記ゆれの残骸でないか要確認
M0779,乳房温存治療（放射線）,疾患治療,乳腺領域,1,1,4,0.00%,84.9%,0,現行,,必須にすると記載の無い15.1%が落ちる / 保有4件。表記ゆれの残骸でないか要確認
